"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"MDG_Southern Asia","1996","All genders","Not applicable","Percent","65.23268"
"MDG_Southern Asia","1996","Female","Not applicable","Percent","57.5813"
"MDG_Southern Asia","1996","Male","Not applicable","Percent","72.39582"
"MDG_Southern Asia","1995","All genders","Not applicable","Percent","60.73444"
"MDG_Southern Asia","1995","Male","Not applicable","Percent","68.52192"
"MDG_Southern Asia","1995","Female","Not applicable","Percent","52.4208"
"MDG_Southern Asia","1994","All genders","Not applicable","Percent","61.16955"
"MDG_Southern Asia","1994","Female","Not applicable","Percent","52.88512"
"MDG_Southern Asia","1994","Male","Not applicable","Percent","68.9352"
"MDG_Southern Asia","1993","All genders","Not applicable","Percent","60.58948"
"MDG_Southern Asia","1993","Male","Not applicable","Percent","68.2568"
"MDG_Southern Asia","1993","Female","Not applicable","Percent","52.41558"
"MDG_Southern Asia excluding India","2014","All genders","Not applicable","Percent","71.09888"
"MDG_Southern Asia excluding India","2014","Male","Not applicable","Percent","72.36644"
"MDG_Southern Asia excluding India","2014","Female","Not applicable","Percent","69.75242"
"MDG_Southern Asia excluding India","2013","Male","Not applicable","Percent","71.25876"
"MDG_Southern Asia excluding India","2013","Female","Not applicable","Percent","68.60604"
"MDG_Southern Asia excluding India","2013","All genders","Not applicable","Percent","69.97198"
"MDG_Southern Asia excluding India","2012","Male","Not applicable","Percent","69.17238"
"MDG_Southern Asia excluding India","2012","All genders","Not applicable","Percent","68.53899"
"MDG_Southern Asia excluding India","2012","Female","Not applicable","Percent","67.86705"
"MDG_Southern Asia excluding India","2011","Male","Not applicable","Percent","66.13301"
"MDG_Southern Asia excluding India","2011","Female","Not applicable","Percent","64.69542"
"MDG_Southern Asia excluding India","2011","All genders","Not applicable","Percent","65.43503"
"MDG_Southern Asia excluding India","2010","Male","Not applicable","Percent","65.72725"
"MDG_Southern Asia excluding India","2010","All genders","Not applicable","Percent","64.21206"
"MDG_Southern Asia excluding India","2010","Female","Not applicable","Percent","62.60991"
"MDG_Southern Asia excluding India","2009","Male","Not applicable","Percent","64.74765"
"MDG_Southern Asia excluding India","2009","All genders","Not applicable","Percent","62.80718"
"MDG_Southern Asia excluding India","2009","Female","Not applicable","Percent","60.76023"
"MDG_Southern Asia excluding India","2008","Male","Not applicable","Percent","63.86521"
"MDG_Southern Asia excluding India","2008","All genders","Not applicable","Percent","61.72998"
"MDG_Southern Asia excluding India","2008","Female","Not applicable","Percent","59.48206"
"MDG_Southern Asia excluding India","2007","Male","Not applicable","Percent","65.76021"
"MDG_Southern Asia excluding India","2007","All genders","Not applicable","Percent","62.73906"
"MDG_Southern Asia excluding India","2007","Female","Not applicable","Percent","59.56427"
"MDG_Southern Asia excluding India","2006","Male","Not applicable","Percent","64.50912"
"MDG_Southern Asia excluding India","2006","All genders","Not applicable","Percent","61.78705"
"MDG_Southern Asia excluding India","2006","Female","Not applicable","Percent","58.93194"
"MDG_Southern Asia excluding India","2005","Male","Not applicable","Percent","63.14686"
"MDG_Southern Asia excluding India","2005","All genders","Not applicable","Percent","60.41491"
"MDG_Southern Asia excluding India","2005","Female","Not applicable","Percent","57.55328"
"MDG_Southern Asia excluding India","2004","Male","Not applicable","Percent","62.90972"
"MDG_Southern Asia excluding India","2004","All genders","Not applicable","Percent","59.58053"
"MDG_Southern Asia excluding India","2004","Female","Not applicable","Percent","56.09368"
"MDG_Southern Asia excluding India","2003","Male","Not applicable","Percent","61.7461"
"MDG_Southern Asia excluding India","2003","All genders","Not applicable","Percent","59.42251"
"MDG_Southern Asia excluding India","2003","Female","Not applicable","Percent","56.98874"
"MDG_Southern Asia excluding India","2002","Male","Not applicable","Percent","59.67859"
"MDG_Southern Asia excluding India","2002","All genders","Not applicable","Percent","58.96991"
"MDG_Southern Asia excluding India","2002","Female","Not applicable","Percent","58.22761"
"MDG_Southern Asia excluding India","2001","Male","Not applicable","Percent","59.15174"
"MDG_Southern Asia excluding India","2001","All genders","Not applicable","Percent","58.11378"
"MDG_Southern Asia excluding India","2001","Female","Not applicable","Percent","57.02535"
"MDG_Southern Asia excluding India","2000","Female","Not applicable","Percent","56.11201"
"MDG_Southern Asia excluding India","2000","All genders","Not applicable","Percent","57.89199"
"MDG_Southern Asia excluding India","2000","Male","Not applicable","Percent","59.58977"
"MDG_Southern Asia excluding India","1999","Female","Not applicable","Percent","55.57515"
"MDG_Southern Asia excluding India","1999","All genders","Not applicable","Percent","57.58135"
"MDG_Southern Asia excluding India","1999","Male","Not applicable","Percent","59.4941"
"MDG_Southern Asia excluding India","1998","Female","Not applicable","Percent","54.33682"
"MDG_Southern Asia excluding India","1998","All genders","Not applicable","Percent","56.90456"
"MDG_Southern Asia excluding India","1998","Male","Not applicable","Percent","59.35077"
"MDG_Southern Asia excluding India","1997","Female","Not applicable","Percent","56.54645"
"MDG_Southern Asia excluding India","1997","All genders","Not applicable","Percent","58.33096"
"MDG_Southern Asia excluding India","1997","Male","Not applicable","Percent","60.03232"
"MDG_Sub-Saharan Africa","2014","All genders","Not applicable","Percent","49.22843"
"MDG_Sub-Saharan Africa","2014","Male","Not applicable","Percent","52.24224"
"MDG_Sub-Saharan Africa","2014","Female","Not applicable","Percent","46.14208"
"MDG_Sub-Saharan Africa","2013","All genders","Not applicable","Percent","48.99437"
"MDG_Sub-Saharan Africa","2013","Female","Not applicable","Percent","45.90002"
"MDG_Sub-Saharan Africa","2013","Male","Not applicable","Percent","52.0131"
"MDG_Sub-Saharan Africa","2012","Male","Not applicable","Percent","52.44648"
"MDG_Sub-Saharan Africa","2012","Female","Not applicable","Percent","45.64929"
"MDG_Sub-Saharan Africa","2012","All genders","Not applicable","Percent","49.08946"
"MDG_Sub-Saharan Africa","2011","All genders","Not applicable","Percent","48.50742"
"MDG_Sub-Saharan Africa","2011","Female","Not applicable","Percent","44.76057"
"MDG_Sub-Saharan Africa","2011","Male","Not applicable","Percent","52.16877"
"MDG_Sub-Saharan Africa","2010","Male","Not applicable","Percent","51.30075"
"MDG_Sub-Saharan Africa","2010","Female","Not applicable","Percent","43.40604"
"MDG_Sub-Saharan Africa","2010","All genders","Not applicable","Percent","47.39399"
"MDG_Sub-Saharan Africa","2009","All genders","Not applicable","Percent","45.14344"
"MDG_Sub-Saharan Africa","2009","Female","Not applicable","Percent","40.85369"
"MDG_Sub-Saharan Africa","2009","Male","Not applicable","Percent","49.3572"
"MDG_Sub-Saharan Africa","2008","Male","Not applicable","Percent","47.62882"
"MDG_Sub-Saharan Africa","2008","Female","Not applicable","Percent","38.77374"
"MDG_Sub-Saharan Africa","2008","All genders","Not applicable","Percent","43.23628"
"MDG_Sub-Saharan Africa","2007","Female","Not applicable","Percent","36.13035"
"MDG_Sub-Saharan Africa","2007","All genders","Not applicable","Percent","41.06777"
"MDG_Sub-Saharan Africa","2007","Male","Not applicable","Percent","45.93228"
"MDG_Sub-Saharan Africa","2006","Female","Not applicable","Percent","35.42019"
"MDG_Sub-Saharan Africa","2006","Male","Not applicable","Percent","44.73506"
"MDG_Sub-Saharan Africa","2006","All genders","Not applicable","Percent","40.11246"
"MDG_Sub-Saharan Africa","2005","Female","Not applicable","Percent","34.01697"
"MDG_Sub-Saharan Africa","2005","All genders","Not applicable","Percent","38.50055"
"MDG_Sub-Saharan Africa","2005","Male","Not applicable","Percent","42.91833"
"MDG_Sub-Saharan Africa","2004","Female","Not applicable","Percent","32.2789"
"MDG_Sub-Saharan Africa","2004","Male","Not applicable","Percent","41.26308"
"MDG_Sub-Saharan Africa","2004","All genders","Not applicable","Percent","36.80532"
"MDG_Sub-Saharan Africa","2003","Female","Not applicable","Percent","30.67031"
"MDG_Sub-Saharan Africa","2003","All genders","Not applicable","Percent","35.103"
"MDG_Sub-Saharan Africa","2003","Male","Not applicable","Percent","39.46927"
"MDG_Sub-Saharan Africa","2002","Female","Not applicable","Percent","29.60458"
"MDG_Sub-Saharan Africa","2002","Male","Not applicable","Percent","38.04122"
"MDG_Sub-Saharan Africa","2002","All genders","Not applicable","Percent","33.8529"
"MDG_Sub-Saharan Africa","2001","Female","Not applicable","Percent","28.34486"
"MDG_Sub-Saharan Africa","2001","All genders","Not applicable","Percent","32.08661"
"MDG_Sub-Saharan Africa","2001","Male","Not applicable","Percent","35.7801"
"MDG_Sub-Saharan Africa","2000","Female","Not applicable","Percent","26.99896"
"MDG_Sub-Saharan Africa","2000","Male","Not applicable","Percent","33.95987"
"MDG_Sub-Saharan Africa","2000","All genders","Not applicable","Percent","30.49935"
"MDG_Sub-Saharan Africa","1999","Female","Not applicable","Percent","26.60079"
"MDG_Sub-Saharan Africa","1999","All genders","Not applicable","Percent","29.71329"
"MDG_Sub-Saharan Africa","1999","Male","Not applicable","Percent","32.79387"
"MDG_Sub-Saharan Africa","1998","All genders","Not applicable","Percent","29.62468"
"MDG_Sub-Saharan Africa","1998","Male","Not applicable","Percent","32.61466"
"MDG_Sub-Saharan Africa","1998","Female","Not applicable","Percent","26.60332"
"MDG_Sub-Saharan Africa","1997","All genders","Not applicable","Percent","31.74144"
"MDG_Sub-Saharan Africa","1997","Female","Not applicable","Percent","28.95349"
"MDG_Sub-Saharan Africa","1997","Male","Not applicable","Percent","34.49785"
"MDG_Western Asia","2014","All genders","Not applicable","Percent","86.85923"
"MDG_Western Asia","2014","Female","Not applicable","Percent","83.01825"
"MDG_Western Asia","2014","Male","Not applicable","Percent","90.52804"
"MDG_Western Asia","2013","Female","Not applicable","Percent","81.58347"
"MDG_Western Asia","2013","All genders","Not applicable","Percent","84.81999"
"MDG_Western Asia","2013","Male","Not applicable","Percent","87.9106"
"MDG_Western Asia","2012","All genders","Not applicable","Percent","86.83716"
"MDG_Western Asia","2012","Male","Not applicable","Percent","90.87831"
"MDG_Western Asia","2012","Female","Not applicable","Percent","82.60604"
"MDG_Western Asia","2011","All genders","Not applicable","Percent","87.28464"
"MDG_Western Asia","2011","Female","Not applicable","Percent","82.91645"
"MDG_Western Asia","2011","Male","Not applicable","Percent","91.47185"
"MDG_Western Asia","2010","All genders","Not applicable","Percent","86.26296"
"MDG_Western Asia","2010","Male","Not applicable","Percent","90.67241"
"MDG_Western Asia","2010","Female","Not applicable","Percent","81.67304"
"MDG_Western Asia","2009","All genders","Not applicable","Percent","85.45754"
"MDG_Western Asia","2009","Female","Not applicable","Percent","80.48287"
"MDG_Western Asia","2009","Male","Not applicable","Percent","90.2435"
"MDG_Western Asia","2008","All genders","Not applicable","Percent","85.83751"
"MDG_Western Asia","2008","Male","Not applicable","Percent","91.05958"
"MDG_Western Asia","2008","Female","Not applicable","Percent","80.40754"
"MDG_Western Asia","2007","All genders","Not applicable","Percent","85.46264"
"MDG_Western Asia","2007","Female","Not applicable","Percent","79.87867"
"MDG_Western Asia","2007","Male","Not applicable","Percent","90.8233"
"MDG_Western Asia","2006","All genders","Not applicable","Percent","84.36247"
"MDG_Western Asia","2006","Male","Not applicable","Percent","90.00726"
"MDG_Western Asia","2006","Female","Not applicable","Percent","78.47535"
"MDG_Western Asia","2005","All genders","Not applicable","Percent","83.16677"
"MDG_Western Asia","2005","Female","Not applicable","Percent","76.86926"
"MDG_Western Asia","2005","Male","Not applicable","Percent","89.20939"
"MDG_Western Asia","2004","All genders","Not applicable","Percent","82.00539"
"MDG_Western Asia","2004","Male","Not applicable","Percent","88.45196"
"MDG_Western Asia","2004","Female","Not applicable","Percent","75.29186"
"MDG_Western Asia","2003","All genders","Not applicable","Percent","79.89594"
"MDG_Western Asia","2003","Female","Not applicable","Percent","73.46044"
"MDG_Western Asia","2003","Male","Not applicable","Percent","86.07754"
"MDG_Western Asia","2002","All genders","Not applicable","Percent","78.17967"
"MDG_Western Asia","2002","Male","Not applicable","Percent","85.23358"
"MDG_Western Asia","2002","Female","Not applicable","Percent","70.84755"
"MDG_Western Asia","2001","All genders","Not applicable","Percent","77.42474"
"MDG_Western Asia","2001","Female","Not applicable","Percent","69.64375"
"MDG_Western Asia","2001","Male","Not applicable","Percent","84.92418"
"MDG_Western Asia","2000","All genders","Not applicable","Percent","75.15866"
"MDG_Western Asia","2000","Male","Not applicable","Percent","83.37338"
"MDG_Western Asia","2000","Female","Not applicable","Percent","66.66911"
"MDG_Western Asia","1999","All genders","Not applicable","Percent","70.84972"
"MDG_Western Asia","1999","Female","Not applicable","Percent","62.00585"
"MDG_Western Asia","1999","Male","Not applicable","Percent","79.41957"
"MDG_Western Asia","1998","Male","Not applicable","Percent","77.63091"
"MDG_Western Asia","1998","Female","Not applicable","Percent","59.89372"
"MDG_Western Asia","1998","All genders","Not applicable","Percent","68.90749"
"MDG_Western Asia","1997","Female","Not applicable","Percent","57.52914"
"MDG_Western Asia","1997","Male","Not applicable","Percent","75.61047"
"MDG_Western Asia","1997","All genders","Not applicable","Percent","66.72769"
"MDG_Western Asia","1996","Male","Not applicable","Percent","77.04451"
"MDG_Western Asia","1996","All genders","Not applicable","Percent","67.71826"
"MDG_Western Asia","1996","Female","Not applicable","Percent","58.05685"
"MDG_Western Asia","1995","All genders","Not applicable","Percent","66.96461"
"MDG_Western Asia","1995","Female","Not applicable","Percent","57.20361"
"MDG_Western Asia","1995","Male","Not applicable","Percent","76.40301"
"MDG_Western Asia","1994","All genders","Not applicable","Percent","66.42251"
"MDG_Western Asia","1994","Male","Not applicable","Percent","76.20377"
"MDG_Western Asia","1994","Female","Not applicable","Percent","56.3317"
"MDG_Western Asia","1993","All genders","Not applicable","Percent","67.16155"
"MDG_Western Asia","1993","Female","Not applicable","Percent","56.87798"
"MDG_Western Asia","1993","Male","Not applicable","Percent","77.15124"
"Mexico","2014","Male","Not applicable","Percent","110.91596"
"Mexico","2014","All genders","Not applicable","Percent","115.50843"
"Mexico","2014","Female","Not applicable","Percent","120.25294"
"Mexico","2013","Female","Not applicable","Percent","115.46057"
"Mexico","2013","All genders","Not applicable","Percent","111.18378"
"Mexico","2013","Male","Not applicable","Percent","107.04082"
"Mexico","2012","Male","Not applicable","Percent","103.62749"
"Mexico","2012","All genders","Not applicable","Percent","108.15817"
"Mexico","2012","Female","Not applicable","Percent","112.83473"
"Mexico","2011","Female","Not applicable","Percent","110.87897"
"Mexico","2011","All genders","Not applicable","Percent","106.41568"
"Mexico","2011","Male","Not applicable","Percent","102.09517"
"Mexico","2010","Female","Not applicable","Percent","111.8047"
"Mexico","2010","Male","Not applicable","Percent","102.18519"
"Mexico","2010","All genders","Not applicable","Percent","106.91449"
"Mexico","2009","Female","Not applicable","Percent","111.68288"
"Mexico","2009","All genders","Not applicable","Percent","106.81282"
"Mexico","2009","Male","Not applicable","Percent","102.10808"
"Mexico","2008","Female","Not applicable","Percent","113.52556"
"Mexico","2008","All genders","Not applicable","Percent","108.74157"
"Mexico","2008","Male","Not applicable","Percent","104.12491"
"Mexico","2007","All genders","Not applicable","Percent","106.42895"
"Mexico","2007","Male","Not applicable","Percent","102.0555"
"Mexico","2007","Female","Not applicable","Percent","110.9657"
"Mexico","2006","All genders","Not applicable","Percent","105.20607"
"Mexico","2006","Female","Not applicable","Percent","109.72829"
"Mexico","2006","Male","Not applicable","Percent","100.85095"
"Mexico","2005","All genders","Not applicable","Percent","103.10302"
"Mexico","2005","Male","Not applicable","Percent","98.81509"
"Mexico","2005","Female","Not applicable","Percent","107.55493"
"Mexico","2004","All genders","Not applicable","Percent","103.05633"
"Mexico","2004","Female","Not applicable","Percent","107.70708"
"Mexico","2004","Male","Not applicable","Percent","98.57865"
"Mexico","2003","All genders","Not applicable","Percent","102.69999"
"Mexico","2003","Male","Not applicable","Percent","97.37298"
"Mexico","2003","Female","Not applicable","Percent","108.23487"
"Mexico","2002","All genders","Not applicable","Percent","98.4138"
"Mexico","2002","Female","Not applicable","Percent","102.08374"
"Mexico","2002","Male","Not applicable","Percent","94.87825"
"Mexico","2001","All genders","Not applicable","Percent","96.21309"
"Mexico","2001","Male","Not applicable","Percent","93.71312"
"Mexico","2001","Female","Not applicable","Percent","98.79893"
"Mexico","2000","All genders","Not applicable","Percent","93.80961"
"Mexico","2000","Female","Not applicable","Percent","95.55566"
"Mexico","2000","Male","Not applicable","Percent","92.11217"
"Mexico","1999","All genders","Not applicable","Percent","90.21263"
"Mexico","1999","Male","Not applicable","Percent","89.44347"
"Mexico","1999","Female","Not applicable","Percent","91.00087"
"Mexico","1998","All genders","Not applicable","Percent","87.58496"
"Mexico","1998","Female","Not applicable","Percent","87.70724"
"Mexico","1998","Male","Not applicable","Percent","87.46552"
"Mexico","1997","All genders","Not applicable","Percent","82.29806"
"Mexico","1997","Male","Not applicable","Percent","82.61266"
"Mexico","1997","Female","Not applicable","Percent","81.97556"
"Mexico","1996","All genders","Not applicable","Percent","80.16538"
"Mexico","1996","Female","Not applicable","Percent","80.33509"
"Mexico","1996","Male","Not applicable","Percent","80.00025"
"Mexico","1995","All genders","Not applicable","Percent","76.52888"
"Mexico","1995","Male","Not applicable","Percent","76.12866"
"Mexico","1995","Female","Not applicable","Percent","76.93887"
"Mexico","1994","Male","Not applicable","Percent","73.05531"
"Mexico","1994","Female","Not applicable","Percent","74.0844"
"Mexico","1994","All genders","Not applicable","Percent","73.56439"
"Micronesia, Federated States of","2014","Male","Not applicable","Percent","86.11007"
"Micronesia, Federated States of","2014","All genders","Not applicable","Percent","85.91549"
"Micronesia, Federated States of","2014","Female","Not applicable","Percent","85.7086"
"Micronesia, Federated States of","2007","All genders","Not applicable","Percent","97.87541"
"Micronesia, Federated States of","2007","Female","Not applicable","Percent","97.37329"
"Micronesia, Federated States of","2007","Male","Not applicable","Percent","98.35146"
"Micronesia, Federated States of","2005","All genders","Not applicable","Percent","98.9774"
"Micronesia, Federated States of","2005","Male","Not applicable","Percent","94.3331"
"Micronesia, Federated States of","2005","Female","Not applicable","Percent","103.99254"
"Micronesia, Federated States of","2004","All genders","Not applicable","Percent","97.06412"
"Micronesia, Federated States of","2004","Female","Not applicable","Percent","100.0755"
"Micronesia, Federated States of","2004","Male","Not applicable","Percent","94.31622"
"Moldova","2014","Female","Not applicable","Percent","86.70196"
"Moldova","2014","All genders","Not applicable","Percent","87.03809"
"Moldova","2014","Male","Not applicable","Percent","87.35584"
"Moldova","2013","Female","Not applicable","Percent","86.22228"
"Moldova","2013","All genders","Not applicable","Percent","86.66929"
"Moldova","2013","Male","Not applicable","Percent","87.09389"
"Moldova","2012","Female","Not applicable","Percent","86.97306"
"Moldova","2012","All genders","Not applicable","Percent","87.5003"
"Moldova","2012","Male","Not applicable","Percent","88.00297"
"Moldova","2011","Female","Not applicable","Percent","87.79733"
"Moldova","2011","All genders","Not applicable","Percent","88.10195"
"Moldova","2011","Male","Not applicable","Percent","88.39331"
"Moldova","2010","Female","Not applicable","Percent","88.17493"
"Moldova","2010","All genders","Not applicable","Percent","88.83833"
"Moldova","2010","Male","Not applicable","Percent","89.47488"
"Moldova","2009","Female","Not applicable","Percent","88.7851"
"Moldova","2009","All genders","Not applicable","Percent","89.28557"
"Moldova","2009","Male","Not applicable","Percent","89.76737"
"Moldova","2008","Female","Not applicable","Percent","89.78796"
"Moldova","2008","All genders","Not applicable","Percent","90.06114"
"Moldova","2008","Male","Not applicable","Percent","90.32403"
"Moldova","2007","All genders","Not applicable","Percent","90.51734"
"Moldova","2007","Male","Not applicable","Percent","90.92936"
"Moldova","2007","Female","Not applicable","Percent","90.09014"
"Moldova","2006","All genders","Not applicable","Percent","92.89274"
"Moldova","2006","Female","Not applicable","Percent","93.36949"
"Moldova","2006","Male","Not applicable","Percent","92.43742"
"Moldova","2005","All genders","Not applicable","Percent","92.39764"
"Moldova","2005","Male","Not applicable","Percent","92.38393"
"Moldova","2005","Female","Not applicable","Percent","92.41193"
"Moldova","2004","All genders","Not applicable","Percent","92.11088"
"Moldova","2004","Female","Not applicable","Percent","92.80723"
"Moldova","2004","Male","Not applicable","Percent","91.44082"
"Moldova","2003","All genders","Not applicable","Percent","92.18582"
"Moldova","2003","Male","Not applicable","Percent","91.52506"
"Moldova","2003","Female","Not applicable","Percent","92.87148"
"Moldova","2002","All genders","Not applicable","Percent","90.99436"
"Moldova","2002","Female","Not applicable","Percent","91.59387"
"Moldova","2002","Male","Not applicable","Percent","90.4157"
"Moldova","2001","All genders","Not applicable","Percent","90.07461"
"Moldova","2001","Male","Not applicable","Percent","89.52616"
"Moldova","2001","Female","Not applicable","Percent","90.64069"
"Moldova","2000","Male","Not applicable","Percent","90.35245"
"Moldova","2000","Female","Not applicable","Percent","90.87099"
"Moldova","2000","All genders","Not applicable","Percent","90.60771"
"Moldova","1999","Male","Not applicable","Percent","87.39571"
"Moldova","1999","All genders","Not applicable","Percent","87.35669"
"Moldova","1999","Female","Not applicable","Percent","87.3167"
"Moldova","1997","Male","Not applicable","Percent","88.45848"
"Moldova","1997","Female","Not applicable","Percent","88.93502"
"Moldova","1997","All genders","Not applicable","Percent","88.69362"
"Moldova","1996","Male","Not applicable","Percent","89.26252"
"Moldova","1996","All genders","Not applicable","Percent","89.60449"
"Moldova","1996","Female","Not applicable","Percent","89.95567"
"Moldova","1995","Male","Not applicable","Percent","89.1905"
"Moldova","1995","Female","Not applicable","Percent","90.30801"
"Moldova","1995","All genders","Not applicable","Percent","89.74165"
"Mongolia","2014","Female","Not applicable","Percent","95.23699"
"Mongolia","2014","All genders","Not applicable","Percent","95.03449"
"Mongolia","2014","Male","Not applicable","Percent","94.83565"
"Mongolia","2010","Female","Not applicable","Percent","94.13296"
"Mongolia","2010","All genders","Not applicable","Percent","92.24538"
"Mongolia","2010","Male","Not applicable","Percent","90.39005"
"Mongolia","2009","Female","Not applicable","Percent","103.52117"
"Mongolia","2009","All genders","Not applicable","Percent","101.00277"
"Mongolia","2009","Male","Not applicable","Percent","98.53096"
"Mongolia","2008","Female","Not applicable","Percent","100.47615"
"Mongolia","2008","All genders","Not applicable","Percent","97.92516"
"Mongolia","2008","Male","Not applicable","Percent","95.42322"
"Mongolia","2007","Female","Not applicable","Percent","98.48624"
"Mongolia","2007","All genders","Not applicable","Percent","96.01687"
"Mongolia","2007","Male","Not applicable","Percent","93.58992"
"Mongolia","2006","Female","Not applicable","Percent","98.23448"
"Mongolia","2006","All genders","Not applicable","Percent","94.99314"
"Mongolia","2006","Male","Not applicable","Percent","91.79638"
"Mongolia","2005","All genders","Not applicable","Percent","95.70329"
"Mongolia","2005","Male","Not applicable","Percent","92.76746"
"Mongolia","2005","Female","Not applicable","Percent","98.66931"
"Mongolia","2004","All genders","Not applicable","Percent","92.62452"
"Mongolia","2004","Female","Not applicable","Percent","95.6745"
"Mongolia","2004","Male","Not applicable","Percent","89.59749"
"Mongolia","2003","All genders","Not applicable","Percent","87.9412"
"Mongolia","2003","Male","Not applicable","Percent","84.04254"
"Mongolia","2003","Female","Not applicable","Percent","91.86736"
"Mongolia","2002","All genders","Not applicable","Percent","82.51687"
"Mongolia","2002","Male","Not applicable","Percent","77.49986"
"Mongolia","2002","Female","Not applicable","Percent","87.57785"
"Mongolia","2001","Male","Not applicable","Percent","72.48698"
"Mongolia","2001","Female","Not applicable","Percent","83.83003"
"Mongolia","2001","All genders","Not applicable","Percent","78.12308"
"Mongolia","2000","Male","Not applicable","Percent","67.90377"
"Mongolia","2000","All genders","Not applicable","Percent","74.22293"
"Mongolia","2000","Female","Not applicable","Percent","80.6649"
"Mongolia","1999","Male","Not applicable","Percent","63.04769"
"Mongolia","1999","Female","Not applicable","Percent","76.46664"
"Mongolia","1999","All genders","Not applicable","Percent","69.68196"
"Mongolia","1998","Male","Not applicable","Percent","53.67422"
"Mongolia","1998","All genders","Not applicable","Percent","59.97279"
"Mongolia","1998","Female","Not applicable","Percent","66.39935"
"Mongolia","1997","Male","Not applicable","Percent","51.71195"
"Mongolia","1997","Female","Not applicable","Percent","63.73568"
"Mongolia","1997","All genders","Not applicable","Percent","57.68374"
"Mongolia","1996","Male","Not applicable","Percent","61.80004"
"Mongolia","1996","All genders","Not applicable","Percent","69.03928"
"Mongolia","1996","Female","Not applicable","Percent","76.31688"
"Mongolia","1995","Male","Not applicable","Percent","61.55591"
"Mongolia","1995","Female","Not applicable","Percent","77.22371"
"Mongolia","1995","All genders","Not applicable","Percent","69.39602"
"Mongolia","1993","Male","Not applicable","Percent","67.68894"
"Mongolia","1993","All genders","Not applicable","Percent","75.94179"
"Mongolia","1993","Female","Not applicable","Percent","84.11251"
"Mongolia","1992","All genders","Not applicable","Percent","84.99384"
"Mongolia","1991","All genders","Not applicable","Percent","90.76814"
"Mongolia","1986","All genders","Not applicable","Percent","94.34967"
"Mongolia","1981","All genders","Not applicable","Percent","93.28168"
"Montenegro","2015","Male","Not applicable","Percent","95.37497"
"Montenegro","2015","Female","Not applicable","Percent","95.32698"
"Montenegro","2015","All genders","Not applicable","Percent","95.35183"
"Montenegro","2012","Male","Not applicable","Percent","91.79248"
"Montenegro","2012","Female","Not applicable","Percent","90.62595"
"Montenegro","2012","All genders","Not applicable","Percent","91.22884"
"Montenegro","2011","Female","Not applicable","Percent","92.39594"
"Montenegro","2011","All genders","Not applicable","Percent","92.99315"
"Montenegro","2011","Male","Not applicable","Percent","93.55165"
"Montenegro","2010","All genders","Not applicable","Percent","110.57857"
"Montenegro","2010","Male","Not applicable","Percent","111.23633"
"Montenegro","2010","Female","Not applicable","Percent","109.87528"
"Montenegro","2009","All genders","Not applicable","Percent","107.51663"
"Montenegro","2009","Female","Not applicable","Percent","107.48295"
"Montenegro","2009","Male","Not applicable","Percent","107.54813"
"Montenegro","2008","All genders","Not applicable","Percent","103.3008"
"Montenegro","2008","Male","Not applicable","Percent","92.41356"
"Montenegro","2008","Female","Not applicable","Percent","114.93131"
"Montenegro","2007","All genders","Not applicable","Percent","104.52529"
"Montenegro","2007","Female","Not applicable","Percent","103.83624"
"Montenegro","2007","Male","Not applicable","Percent","105.17067"
"Montenegro","2006","All genders","Not applicable","Percent","103.65927"
"Montenegro","2006","Male","Not applicable","Percent","104.13402"
"Montenegro","2006","Female","Not applicable","Percent","103.15208"
"Montenegro","2005","All genders","Not applicable","Percent","103.16353"
"Montenegro","2005","Female","Not applicable","Percent","102.73202"
"Montenegro","2005","Male","Not applicable","Percent","103.56751"
"Montenegro","2004","All genders","Not applicable","Percent","103.24199"
"Montenegro","2004","Male","Not applicable","Percent","103.28687"
"Montenegro","2004","Female","Not applicable","Percent","103.19402"
"Montenegro","2003","All genders","Not applicable","Percent","102.99375"
"Montenegro","2003","Female","Not applicable","Percent","103.0808"
"Montenegro","2003","Male","Not applicable","Percent","102.91236"
"Montserrat","2007","Female","Not applicable","Percent","109.09091"
"Montserrat","2007","All genders","Not applicable","Percent","101.45631"
"Montserrat","2007","Male","Not applicable","Percent","95.76271"
"Montserrat","2006","Female","Not applicable","Percent","116.4557"
"Montserrat","2006","All genders","Not applicable","Percent","131.48148"
"Montserrat","2006","Male","Not applicable","Percent","145.78313"
"Montserrat","2005","Female","Not applicable","Percent","121.05263"
"Montserrat","2005","All genders","Not applicable","Percent","122.78481"
"Montserrat","2005","Male","Not applicable","Percent","124.39024"
"Montserrat","2004","Female","Not applicable","Percent","121.12676"
"Montserrat","2004","All genders","Not applicable","Percent","119.46309"
"Montserrat","2004","Male","Not applicable","Percent","117.94872"
"Montserrat","2002","Female","Not applicable","Percent","114.66667"
"Montserrat","2002","All genders","Not applicable","Percent","107.27273"
"Montserrat","2002","Male","Not applicable","Percent","101.11111"
"Morocco","2014","Male","Not applicable","Percent","102.52652"
"Morocco","2014","All genders","Not applicable","Percent","94.80046"
"Morocco","2014","Female","Not applicable","Percent","86.67328"
"Morocco","2013","Male","Not applicable","Percent","98.65219"
"Morocco","2013","Female","Not applicable","Percent","82.0822"
"Morocco","2013","All genders","Not applicable","Percent","90.57291"
"Morocco","2012","Male","Not applicable","Percent","92.50098"
