"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Jordan","1992","Male","Not applicable","Percent","91.03728"
"Jordan","1992","Female","Not applicable","Percent","87.29388"
"Jordan","1992","All genders","Not applicable","Percent","89.18949"
"Jordan","1991","All genders","Not applicable","Percent","86.58309"
"Jordan","1991","Female","Not applicable","Percent","85.64452"
"Jordan","1991","Male","Not applicable","Percent","87.48648"
"Jordan","1990","Male","Not applicable","Percent","85.72266"
"Jordan","1990","Female","Not applicable","Percent","85.21669"
"Jordan","1990","All genders","Not applicable","Percent","85.4775"
"Jordan","1989","All genders","Not applicable","Percent","79.9152"
"Jordan","1989","Female","Not applicable","Percent","78.45597"
"Jordan","1989","Male","Not applicable","Percent","81.30141"
"Jordan","1988","Male","Not applicable","Percent","80.70925"
"Jordan","1988","Female","Not applicable","Percent","74.63357"
"Jordan","1988","All genders","Not applicable","Percent","77.69125"
"Jordan","1987","All genders","Not applicable","Percent","73.46375"
"Jordan","1985","All genders","Not applicable","Percent","81.69433"
"Jordan","1985","Female","Not applicable","Percent","79.09856"
"Jordan","1985","Male","Not applicable","Percent","84.24372"
"Jordan","1980","Male","Not applicable","Percent","80.11646"
"Jordan","1980","Female","Not applicable","Percent","73.3281"
"Jordan","1980","All genders","Not applicable","Percent","76.84225"
"Jordan","1979","All genders","Not applicable","Percent","72.20576"
"Jordan","1979","Female","Not applicable","Percent","68.60907"
"Jordan","1979","Male","Not applicable","Percent","75.52342"
"Jordan","1978","Male","Not applicable","Percent","78.34273"
"Jordan","1978","Female","Not applicable","Percent","72.73003"
"Jordan","1978","All genders","Not applicable","Percent","75.66589"
"Jordan","1977","Male","Not applicable","Percent","75.62891"
"Jordan","1977","All genders","Not applicable","Percent","72.19961"
"Jordan","1977","Female","Not applicable","Percent","68.40761"
"Jordan","1976","Male","Not applicable","Percent","73.96934"
"Jordan","1976","Female","Not applicable","Percent","67.99077"
"Jordan","1976","All genders","Not applicable","Percent","71.16721"
"Jordan","1975","Male","Not applicable","Percent","73.05026"
"Jordan","1975","All genders","Not applicable","Percent","69.00185"
"Jordan","1975","Female","Not applicable","Percent","64.32952"
"Kazakhstan","2014","All genders","Not applicable","Percent","98.77222"
"Kazakhstan","2014","Male","Not applicable","Percent","98.83113"
"Kazakhstan","2014","Female","Not applicable","Percent","98.70957"
"Kazakhstan","2013","Male","Not applicable","Percent","98.86071"
"Kazakhstan","2013","All genders","Not applicable","Percent","98.89575"
"Kazakhstan","2013","Female","Not applicable","Percent","98.93259"
"Kazakhstan","2012","Male","Not applicable","Percent","99.10745"
"Kazakhstan","2012","All genders","Not applicable","Percent","99.27625"
"Kazakhstan","2012","Female","Not applicable","Percent","99.45388"
"Kazakhstan","2011","Male","Not applicable","Percent","99.37066"
"Kazakhstan","2011","All genders","Not applicable","Percent","99.55235"
"Kazakhstan","2011","Female","Not applicable","Percent","99.74252"
"Kazakhstan","2010","Male","Not applicable","Percent","99.76623"
"Kazakhstan","2010","All genders","Not applicable","Percent","99.83943"
"Kazakhstan","2010","Female","Not applicable","Percent","99.91629"
"Kazakhstan","2009","Male","Not applicable","Percent","98.42479"
"Kazakhstan","2009","All genders","Not applicable","Percent","98.77773"
"Kazakhstan","2009","Female","Not applicable","Percent","99.14798"
"Kazakhstan","2008","Male","Not applicable","Percent","98.67045"
"Kazakhstan","2008","All genders","Not applicable","Percent","98.94902"
"Kazakhstan","2008","Female","Not applicable","Percent","99.24221"
"Kazakhstan","2007","Male","Not applicable","Percent","98.99952"
"Kazakhstan","2007","All genders","Not applicable","Percent","99.4526"
"Kazakhstan","2007","Female","Not applicable","Percent","99.93136"
"Kazakhstan","2006","Male","Not applicable","Percent","99.6035"
"Kazakhstan","2006","All genders","Not applicable","Percent","99.5783"
"Kazakhstan","2006","Female","Not applicable","Percent","99.55137"
"Kazakhstan","2005","Male","Not applicable","Percent","98.67369"
"Kazakhstan","2005","All genders","Not applicable","Percent","99.27073"
"Kazakhstan","2005","Female","Not applicable","Percent","99.89891"
"Kazakhstan","2004","Male","Not applicable","Percent","99.33832"
"Kazakhstan","2004","All genders","Not applicable","Percent","99.44144"
"Kazakhstan","2004","Female","Not applicable","Percent","99.55004"
"Kazakhstan","2003","Male","Not applicable","Percent","100"
"Kazakhstan","2003","All genders","Not applicable","Percent","99.6688"
"Kazakhstan","2003","Female","Not applicable","Percent","99.32355"
"Kazakhstan","2002","Male","Not applicable","Percent","97.78931"
"Kazakhstan","2002","Female","Not applicable","Percent","98.64581"
"Kazakhstan","2002","All genders","Not applicable","Percent","98.20675"
"Kazakhstan","2001","Male","Not applicable","Percent","94.69866"
"Kazakhstan","2001","All genders","Not applicable","Percent","94.76754"
"Kazakhstan","2001","Female","Not applicable","Percent","94.83923"
"Kazakhstan","2000","Male","Not applicable","Percent","97.44751"
"Kazakhstan","2000","Female","Not applicable","Percent","92.43429"
"Kazakhstan","2000","All genders","Not applicable","Percent","94.9527"
"Kazakhstan","1995","Male","Not applicable","Percent","92.83465"
"Kazakhstan","1995","All genders","Not applicable","Percent","94.09956"
"Kazakhstan","1995","Female","Not applicable","Percent","95.4195"
"Kazakhstan","1994","Male","Not applicable","Percent","96.29334"
"Kazakhstan","1994","Female","Not applicable","Percent","99.59067"
"Kazakhstan","1994","All genders","Not applicable","Percent","97.91373"
"Kenya","2004","All genders","Not applicable","Percent","77.63126"
"Kenya","2003","Male","Not applicable","Percent","74.01313"
"Kenya","2003","All genders","Not applicable","Percent","72.7511"
"Kenya","2003","Female","Not applicable","Percent","71.40379"
"Kenya","1981","Male","Not applicable","Percent","54.71165"
"Kenya","1981","Female","Not applicable","Percent","53.37549"
"Kenya","1981","All genders","Not applicable","Percent","54.06326"
"Kenya","1980","Male","Not applicable","Percent","50.25269"
"Kenya","1980","All genders","Not applicable","Percent","48.9094"
"Kenya","1980","Female","Not applicable","Percent","47.49459"
"Kenya","1979","All genders","Not applicable","Percent","41.63007"
"Kenya","1978","All genders","Not applicable","Percent","47.51274"
"Kiribati","2003","Male","Not applicable","Percent","72.66422"
"Kiribati","2003","All genders","Not applicable","Percent","78.90506"
"Kiribati","2003","Female","Not applicable","Percent","86.0651"
"Kiribati","2001","All genders","Not applicable","Percent","69.44574"
"Kiribati","2001","Female","Not applicable","Percent","67.17189"
"Kiribati","2001","Male","Not applicable","Percent","71.73083"
"Kiribati","1995","All genders","Not applicable","Percent","77.95572"
"Kiribati","1987","All genders","Not applicable","Percent","78.13191"
"Kuwait","2012","All genders","Not applicable","Percent","95.69849"
"Kuwait","2012","Male","Not applicable","Percent","95.40576"
"Kuwait","2012","Female","Not applicable","Percent","96.0192"
"Kuwait","2011","All genders","Not applicable","Percent","94.07154"
"Kuwait","2011","Female","Not applicable","Percent","95.17869"
"Kuwait","2011","Male","Not applicable","Percent","93.02484"
"Kuwait","2009","All genders","Not applicable","Percent","95.99306"
"Kuwait","2009","Female","Not applicable","Percent","95.97369"
"Kuwait","2009","Male","Not applicable","Percent","96.01568"
"Kuwait","2003","Female","Not applicable","Percent","98.95863"
"Kuwait","2003","Male","Not applicable","Percent","97.89057"
"Kuwait","2003","All genders","Not applicable","Percent","98.41708"
"Kuwait","2002","All genders","Not applicable","Percent","97.46118"
"Kuwait","2002","Female","Not applicable","Percent","98.84467"
"Kuwait","2002","Male","Not applicable","Percent","96.15373"
"Kuwait","2001","All genders","Not applicable","Percent","98.29202"
"Kuwait","2001","Female","Not applicable","Percent","97.55655"
"Kuwait","2001","Male","Not applicable","Percent","98.99904"
"Kuwait","2000","All genders","Not applicable","Percent","94.84823"
"Kuwait","2000","Female","Not applicable","Percent","94.54322"
"Kuwait","2000","Male","Not applicable","Percent","95.12974"
"Kuwait","1999","All genders","Not applicable","Percent","94.01114"
"Kuwait","1999","Female","Not applicable","Percent","95.14986"
"Kuwait","1999","Male","Not applicable","Percent","92.93418"
"Kuwait","1998","All genders","Not applicable","Percent","91.25167"
"Kuwait","1998","Female","Not applicable","Percent","91.1965"
"Kuwait","1998","Male","Not applicable","Percent","91.31262"
"Kuwait","1997","All genders","Not applicable","Percent","87.18484"
"Kuwait","1997","Female","Not applicable","Percent","89.1993"
"Kuwait","1997","Male","Not applicable","Percent","85.27817"
"Kuwait","1996","All genders","Not applicable","Percent","92.61011"
"Kuwait","1996","Female","Not applicable","Percent","94.82618"
"Kuwait","1996","Male","Not applicable","Percent","90.5418"
"Kuwait","1995","All genders","Not applicable","Percent","71.36266"
"Kuwait","1995","Female","Not applicable","Percent","78.18154"
"Kuwait","1995","Male","Not applicable","Percent","64.7882"
"Kuwait","1987","All genders","Not applicable","Percent","87.62309"
"Kuwait","1987","Female","Not applicable","Percent","87.4749"
"Kuwait","1987","Male","Not applicable","Percent","87.76255"
"Kuwait","1986","All genders","Not applicable","Percent","87.78126"
"Kuwait","1986","Female","Not applicable","Percent","87.39133"
"Kuwait","1986","Male","Not applicable","Percent","88.15476"
"Kuwait","1985","All genders","Not applicable","Percent","83.66039"
"Kuwait","1985","Female","Not applicable","Percent","83.73545"
"Kuwait","1985","Male","Not applicable","Percent","83.5889"
"Kuwait","1984","All genders","Not applicable","Percent","82.77974"
"Kuwait","1984","Female","Not applicable","Percent","83.88317"
"Kuwait","1984","Male","Not applicable","Percent","81.74293"
"Kuwait","1983","All genders","Not applicable","Percent","86.05196"
"Kuwait","1983","Female","Not applicable","Percent","85.90907"
"Kuwait","1983","Male","Not applicable","Percent","86.18459"
"Kuwait","1982","All genders","Not applicable","Percent","83.34089"
"Kuwait","1982","Male","Not applicable","Percent","86.93185"
"Kuwait","1982","Female","Not applicable","Percent","79.5931"
"Kuwait","1981","All genders","Not applicable","Percent","85.76162"
"Kuwait","1981","Female","Not applicable","Percent","81.90323"
"Kuwait","1981","Male","Not applicable","Percent","89.45634"
"Kuwait","1980","All genders","Not applicable","Percent","89.26116"
"Kuwait","1980","Female","Not applicable","Percent","85.46246"
"Kuwait","1980","Male","Not applicable","Percent","92.8476"
"Kuwait","1978","All genders","Not applicable","Percent","78.06444"
"Kuwait","1978","Male","Not applicable","Percent","79.33612"
"Kuwait","1978","Female","Not applicable","Percent","76.64702"
"Kuwait","1977","Female","Not applicable","Percent","65.40871"
"Kuwait","1977","Male","Not applicable","Percent","70.17401"
"Kuwait","1977","All genders","Not applicable","Percent","67.89243"
"Kuwait","1976","All genders","Not applicable","Percent","75.77309"
"Kuwait","1976","Male","Not applicable","Percent","75.43038"
"Kuwait","1976","Female","Not applicable","Percent","76.18612"
"Kuwait","1975","Female","Not applicable","Percent","70.3798"
"Kuwait","1975","Male","Not applicable","Percent","73.26052"
"Kuwait","1975","All genders","Not applicable","Percent","71.9538"
"Kyrgyzstan","2013","All genders","Not applicable","Percent","98.79444"
"Kyrgyzstan","2013","Male","Not applicable","Percent","97.97942"
"Kyrgyzstan","2013","Female","Not applicable","Percent","99.65667"
"Kyrgyzstan","2012","Male","Not applicable","Percent","97.18258"
"Kyrgyzstan","2012","All genders","Not applicable","Percent","97.74317"
"Kyrgyzstan","2012","Female","Not applicable","Percent","98.34024"
"Kyrgyzstan","2011","Male","Not applicable","Percent","96.69567"
"Kyrgyzstan","2011","All genders","Not applicable","Percent","97.05364"
"Kyrgyzstan","2011","Female","Not applicable","Percent","97.43226"
"Kyrgyzstan","2010","Male","Not applicable","Percent","94.68033"
"Kyrgyzstan","2010","All genders","Not applicable","Percent","95.29498"
"Kyrgyzstan","2010","Female","Not applicable","Percent","95.94326"
"Kyrgyzstan","2009","Male","Not applicable","Percent","97.96428"
"Kyrgyzstan","2009","All genders","Not applicable","Percent","97.64782"
"Kyrgyzstan","2009","Female","Not applicable","Percent","97.31761"
"Kyrgyzstan","2008","Male","Not applicable","Percent","95.73514"
"Kyrgyzstan","2008","All genders","Not applicable","Percent","96.22084"
"Kyrgyzstan","2008","Female","Not applicable","Percent","96.72899"
"Kyrgyzstan","2007","Male","Not applicable","Percent","98.31018"
"Kyrgyzstan","2007","All genders","Not applicable","Percent","98.34704"
"Kyrgyzstan","2007","Female","Not applicable","Percent","98.38576"
"Kyrgyzstan","2006","Male","Not applicable","Percent","96.0284"
"Kyrgyzstan","2006","Female","Not applicable","Percent","96.99194"
"Kyrgyzstan","2006","All genders","Not applicable","Percent","96.49643"
"Kyrgyzstan","2005","Male","Not applicable","Percent","96.73687"
"Kyrgyzstan","2005","All genders","Not applicable","Percent","98.08012"
"Kyrgyzstan","2005","Female","Not applicable","Percent","99.51536"
"Kyrgyzstan","2004","Male","Not applicable","Percent","96.75443"
"Kyrgyzstan","2004","Female","Not applicable","Percent","96.99523"
"Kyrgyzstan","2004","All genders","Not applicable","Percent","96.86686"
"Kyrgyzstan","2003","Male","Not applicable","Percent","94.19061"
"Kyrgyzstan","2003","All genders","Not applicable","Percent","95.82462"
"Kyrgyzstan","2003","Female","Not applicable","Percent","97.56068"
"Kyrgyzstan","2002","Male","Not applicable","Percent","92.11123"
"Kyrgyzstan","2002","Female","Not applicable","Percent","94.9441"
"Kyrgyzstan","2002","All genders","Not applicable","Percent","93.48337"
"Kyrgyzstan","2001","Male","Not applicable","Percent","92.20496"
"Kyrgyzstan","2001","All genders","Not applicable","Percent","92.14788"
"Kyrgyzstan","2001","Female","Not applicable","Percent","92.08311"
"Kyrgyzstan","2000","Male","Not applicable","Percent","93.98528"
"Kyrgyzstan","2000","All genders","Not applicable","Percent","93.0335"
"Kyrgyzstan","2000","Female","Not applicable","Percent","92.04376"
"Kyrgyzstan","1999","Male","Not applicable","Percent","95.14887"
"Kyrgyzstan","1999","Female","Not applicable","Percent","93.88336"
"Kyrgyzstan","1999","All genders","Not applicable","Percent","94.51797"
"Kyrgyzstan","1996","All genders","Not applicable","Percent","91.57013"
"Kyrgyzstan","1995","All genders","Not applicable","Percent","95.12328"
"Lao People's Democratic Republic","2013","All genders","Not applicable","Percent","77.61487"
"Lao People's Democratic Republic","2013","Male","Not applicable","Percent","76.23267"
"Lao People's Democratic Republic","2013","Female","Not applicable","Percent","79.12847"
"Lao People's Democratic Republic","2012","All genders","Not applicable","Percent","73.33742"
"Lao People's Democratic Republic","2012","Male","Not applicable","Percent","72.36309"
"Lao People's Democratic Republic","2012","Female","Not applicable","Percent","74.40094"
"Lao People's Democratic Republic","2011","Male","Not applicable","Percent","68.84806"
"Lao People's Democratic Republic","2011","Female","Not applicable","Percent","71.14837"
"Lao People's Democratic Republic","2011","All genders","Not applicable","Percent","69.94736"
"Lao People's Democratic Republic","2010","Male","Not applicable","Percent","66.92776"
"Lao People's Democratic Republic","2010","All genders","Not applicable","Percent","68.01588"
"Lao People's Democratic Republic","2010","Female","Not applicable","Percent","69.21251"
"Lao People's Democratic Republic","2009","Male","Not applicable","Percent","70.60669"
"Lao People's Democratic Republic","2009","Female","Not applicable","Percent","71.54029"
"Lao People's Democratic Republic","2009","All genders","Not applicable","Percent","71.05385"
"Lao People's Democratic Republic","2008","Male","Not applicable","Percent","67.61591"
"Lao People's Democratic Republic","2008","All genders","Not applicable","Percent","68.45205"
"Lao People's Democratic Republic","2008","Female","Not applicable","Percent","69.36231"
"Lao People's Democratic Republic","2007","Male","Not applicable","Percent","66.21003"
"Lao People's Democratic Republic","2007","Female","Not applicable","Percent","67.82752"
"Lao People's Democratic Republic","2007","All genders","Not applicable","Percent","66.97506"
"Lao People's Democratic Republic","2006","Male","Not applicable","Percent","61.92629"
"Lao People's Democratic Republic","2006","All genders","Not applicable","Percent","61.61269"
"Lao People's Democratic Republic","2006","Female","Not applicable","Percent","61.24682"
"Lao People's Democratic Republic","2005","Male","Not applicable","Percent","62.57748"
"Lao People's Democratic Republic","2005","Female","Not applicable","Percent","61.83105"
"Lao People's Democratic Republic","2005","All genders","Not applicable","Percent","62.23402"
"Lao People's Democratic Republic","2004","Male","Not applicable","Percent","64.01422"
"Lao People's Democratic Republic","2004","All genders","Not applicable","Percent","63.32604"
"Lao People's Democratic Republic","2004","Female","Not applicable","Percent","62.53678"
"Lao People's Democratic Republic","2003","Male","Not applicable","Percent","62.48728"
"Lao People's Democratic Republic","2003","Female","Not applicable","Percent","63.38218"
"Lao People's Democratic Republic","2003","All genders","Not applicable","Percent","62.89964"
"Lao People's Democratic Republic","2002","Male","Not applicable","Percent","64.0282"
"Lao People's Democratic Republic","2002","All genders","Not applicable","Percent","64.46854"
"Lao People's Democratic Republic","2002","Female","Not applicable","Percent","64.99206"
"Lao People's Democratic Republic","2001","Male","Not applicable","Percent","62.35089"
"Lao People's Democratic Republic","2001","Female","Not applicable","Percent","63.01679"
"Lao People's Democratic Republic","2001","All genders","Not applicable","Percent","62.65537"
"Lao People's Democratic Republic","2000","Male","Not applicable","Percent","52.95328"
"Lao People's Democratic Republic","2000","All genders","Not applicable","Percent","53.47818"
"Lao People's Democratic Republic","2000","Female","Not applicable","Percent","54.08542"
"Lao People's Democratic Republic","1999","Male","Not applicable","Percent","55.25873"
"Lao People's Democratic Republic","1999","All genders","Not applicable","Percent","54.56648"
"Lao People's Democratic Republic","1999","Female","Not applicable","Percent","53.761"
"Lao People's Democratic Republic","1998","All genders","Not applicable","Percent","54.29437"
"Lao People's Democratic Republic","1998","Female","Not applicable","Percent","56.18857"
"Lao People's Democratic Republic","1998","Male","Not applicable","Percent","52.67159"
"Lao People's Democratic Republic","1997","All genders","Not applicable","Percent","45.2304"
"Lao People's Democratic Republic","1997","Male","Not applicable","Percent","47.62986"
"Lao People's Democratic Republic","1997","Female","Not applicable","Percent","42.4421"
"Lao People's Democratic Republic","1996","All genders","Not applicable","Percent","43.25162"
"Lao People's Democratic Republic","1996","Female","Not applicable","Percent","41.25551"
"Lao People's Democratic Republic","1996","Male","Not applicable","Percent","44.93529"
"Lao People's Democratic Republic","1994","All genders","Not applicable","Percent","35.69291"
"Lao People's Democratic Republic","1994","Male","Not applicable","Percent","36.91793"
"Lao People's Democratic Republic","1994","Female","Not applicable","Percent","34.18149"
"Lao People's Democratic Republic","1993","All genders","Not applicable","Percent","31.68292"
"Lao People's Democratic Republic","1993","Female","Not applicable","Percent","31.05762"
"Lao People's Democratic Republic","1993","Male","Not applicable","Percent","32.19089"
"Lao People's Democratic Republic","1992","All genders","Not applicable","Percent","33.12412"
"Lao People's Democratic Republic","1992","Male","Not applicable","Percent","33.9182"
"Lao People's Democratic Republic","1992","Female","Not applicable","Percent","32.14084"
"Lao People's Democratic Republic","1990","All genders","Not applicable","Percent","32.67092"
"Lao People's Democratic Republic","1988","All genders","Not applicable","Percent","28.617"
"Latvia","2013","Female","Not applicable","Percent","94.05219"
"Latvia","2013","Male","Not applicable","Percent","92.99984"
"Latvia","2013","All genders","Not applicable","Percent","93.5173"
"Latvia","2012","All genders","Not applicable","Percent","92.44223"
"Latvia","2012","Male","Not applicable","Percent","92.45236"
"Latvia","2012","Female","Not applicable","Percent","92.44467"
"Latvia","2011","All genders","Not applicable","Percent","90.28721"
"Latvia","2011","Female","Not applicable","Percent","90.41443"
"Latvia","2011","Male","Not applicable","Percent","90.17689"
"Latvia","2010","All genders","Not applicable","Percent","93.08756"
"Latvia","2010","Male","Not applicable","Percent","93.45241"
"Latvia","2010","Female","Not applicable","Percent","92.69592"
"Latvia","2009","All genders","Not applicable","Percent","94.60066"
"Latvia","2009","Female","Not applicable","Percent","94.53684"
"Latvia","2009","Male","Not applicable","Percent","94.65718"
"Latvia","2008","All genders","Not applicable","Percent","95.53413"
"Latvia","2008","Male","Not applicable","Percent","95.38937"
"Latvia","2008","Female","Not applicable","Percent","95.66491"
"Latvia","2007","All genders","Not applicable","Percent","95.27628"
"Latvia","2007","Female","Not applicable","Percent","93.7622"
"Latvia","2007","Male","Not applicable","Percent","96.7005"
"Latvia","2006","All genders","Not applicable","Percent","97.05904"
"Latvia","2006","Male","Not applicable","Percent","96.96061"
"Latvia","2006","Female","Not applicable","Percent","97.15887"
"Latvia","2005","All genders","Not applicable","Percent","97.75209"
"Latvia","2005","Female","Not applicable","Percent","97.81928"
"Latvia","2005","Male","Not applicable","Percent","97.67746"
"Latvia","2004","All genders","Not applicable","Percent","98.17068"
"Latvia","2004","Male","Not applicable","Percent","98.62795"
"Latvia","2004","Female","Not applicable","Percent","97.68255"
"Latvia","2003","All genders","Not applicable","Percent","98.24672"
"Latvia","2003","Female","Not applicable","Percent","97.79101"
"Latvia","2003","Male","Not applicable","Percent","98.68141"
"Latvia","2002","All genders","Not applicable","Percent","97.82165"
"Latvia","2002","Male","Not applicable","Percent","98.12733"
"Latvia","2002","Female","Not applicable","Percent","97.50077"
"Latvia","2001","All genders","Not applicable","Percent","96.37786"
"Latvia","2001","Female","Not applicable","Percent","95.91458"
"Latvia","2001","Male","Not applicable","Percent","96.8187"
"Latvia","2000","All genders","Not applicable","Percent","97.33838"
"Latvia","2000","Male","Not applicable","Percent","97.13259"
"Latvia","2000","Female","Not applicable","Percent","97.55732"
"Latvia","1999","All genders","Not applicable","Percent","96.9859"
"Latvia","1999","Female","Not applicable","Percent","97.43285"
"Latvia","1999","Male","Not applicable","Percent","96.56014"
"Latvia","1997","All genders","Not applicable","Percent","91.73155"
"Latvia","1996","All genders","Not applicable","Percent","76.41919"
"Latvia","1995","All genders","Not applicable","Percent","74.18709"
"Lebanon","2011","All genders","Not applicable","Percent","93.28772"
"Lebanon","2011","Female","Not applicable","Percent","96.27792"
"Lebanon","2011","Male","Not applicable","Percent","90.49292"
"Lebanon","2010","Female","Not applicable","Percent","93.58065"
"Lebanon","2010","Male","Not applicable","Percent","87.53598"
"Lebanon","2010","All genders","Not applicable","Percent","90.46808"
"Lebanon","2008","Female","Not applicable","Percent","93.34845"
"Lebanon","2008","All genders","Not applicable","Percent","91.83391"
"Lebanon","2008","Male","Not applicable","Percent","90.33438"
"Lebanon","2007","Female","Not applicable","Percent","92.72431"
"Lebanon","2007","Male","Not applicable","Percent","86.07384"
"Lebanon","2007","All genders","Not applicable","Percent","89.30868"
"Lebanon","2006","Female","Not applicable","Percent","97.46323"
"Lebanon","2006","All genders","Not applicable","Percent","94.48911"
"Lebanon","2006","Male","Not applicable","Percent","91.66223"
"Lebanon","2005","Female","Not applicable","Percent","92.00895"
"Lebanon","2005","Male","Not applicable","Percent","83.87894"
"Lebanon","2005","All genders","Not applicable","Percent","87.80627"
"Lebanon","2004","Female","Not applicable","Percent","93.75942"
"Lebanon","2004","All genders","Not applicable","Percent","90.0463"
"Lebanon","2004","Male","Not applicable","Percent","86.57667"
"Lebanon","2003","Female","Not applicable","Percent","97.83721"
"Lebanon","2003","Male","Not applicable","Percent","90.89017"
"Lebanon","2003","All genders","Not applicable","Percent","94.24857"
"Lebanon","2002","Female","Not applicable","Percent","91.89179"
"Lebanon","2002","All genders","Not applicable","Percent","88.7415"
"Lebanon","2002","Male","Not applicable","Percent","85.75258"
"Lebanon","2001","Female","Not applicable","Percent","93.50858"
"Lebanon","2001","Male","Not applicable","Percent","88.1298"
"Lebanon","2001","All genders","Not applicable","Percent","90.74899"
"Lebanon","2000","Female","Not applicable","Percent","98.15223"
"Lebanon","2000","All genders","Not applicable","Percent","96.31941"
"Lebanon","2000","Male","Not applicable","Percent","94.59905"
"Lebanon","1999","All genders","Not applicable","Percent","90.31523"
"Lebanon","1999","Male","Not applicable","Percent","87.22198"
"Lebanon","1999","Female","Not applicable","Percent","93.89946"
"Lebanon","1997","All genders","Not applicable","Percent","85.23723"
"Lesotho","2013","Male","Not applicable","Percent","57.9681"
"Lesotho","2013","All genders","Not applicable","Percent","67.35948"
"Lesotho","2013","Female","Not applicable","Percent","77.6794"
"Lesotho","2012","All genders","Not applicable","Percent","56.75437"
"Lesotho","2012","Female","Not applicable","Percent","66.89691"
"Lesotho","2012","Male","Not applicable","Percent","47.69849"
"Lesotho","2011","All genders","Not applicable","Percent","63.90215"
"Lesotho","2011","Male","Not applicable","Percent","53.82536"
"Lesotho","2011","Female","Not applicable","Percent","75.07466"
"Lesotho","2010","All genders","Not applicable","Percent","63.85453"
"Lesotho","2010","Female","Not applicable","Percent","72.74653"
"Lesotho","2010","Male","Not applicable","Percent","55.60138"
"Lesotho","2009","All genders","Not applicable","Percent","69.29807"
"Lesotho","2009","Male","Not applicable","Percent","61.8316"
"Lesotho","2009","Female","Not applicable","Percent","76.8168"
"Lesotho","2008","All genders","Not applicable","Percent","59.37185"
"Lesotho","2008","Female","Not applicable","Percent","72.68748"
"Lesotho","2008","Male","Not applicable","Percent","47.48463"
"Lesotho","2007","All genders","Not applicable","Percent","65.23905"
"Lesotho","2007","Male","Not applicable","Percent","54.81289"
"Lesotho","2007","Female","Not applicable","Percent","76.65327"
"Lesotho","2006","All genders","Not applicable","Percent","46.39313"
"Lesotho","2006","Female","Not applicable","Percent","55.90235"
"Lesotho","2006","Male","Not applicable","Percent","37.82532"
"Lesotho","2005","All genders","Not applicable","Percent","63.11826"
"Lesotho","2005","Male","Not applicable","Percent","55.22203"
"Lesotho","2005","Female","Not applicable","Percent","71.23426"
"Lesotho","2004","All genders","Not applicable","Percent","61.27076"
"Lesotho","2004","Female","Not applicable","Percent","74.00151"
"Lesotho","2004","Male","Not applicable","Percent","49.23465"
"Lesotho","2003","All genders","Not applicable","Percent","57.09713"
"Lesotho","2003","Male","Not applicable","Percent","49.6138"
"Lesotho","2003","Female","Not applicable","Percent","64.48057"
"Lesotho","2002","All genders","Not applicable","Percent","67.22673"
"Lesotho","2002","Female","Not applicable","Percent","76.79491"
"Lesotho","2002","Male","Not applicable","Percent","58.06756"
"Lesotho","2001","All genders","Not applicable","Percent","58.99467"
"Lesotho","2001","Male","Not applicable","Percent","50.85162"
"Lesotho","2001","Female","Not applicable","Percent","67.40186"
"Lesotho","2000","All genders","Not applicable","Percent","55.02998"
"Lesotho","2000","Female","Not applicable","Percent","62.90061"
"Lesotho","2000","Male","Not applicable","Percent","47.51336"
"Lesotho","1999","All genders","Not applicable","Percent","59.66736"
"Lesotho","1999","Male","Not applicable","Percent","52.44745"
"Lesotho","1999","Female","Not applicable","Percent","66.60392"
"Lesotho","1998","All genders","Not applicable","Percent","54.15107"
"Lesotho","1998","Female","Not applicable","Percent","62.08481"
"Lesotho","1998","Male","Not applicable","Percent","46.25104"
"Lesotho","1997","All genders","Not applicable","Percent","59.51882"
"Lesotho","1997","Male","Not applicable","Percent","48.23753"
"Lesotho","1997","Female","Not applicable","Percent","70.87423"
"Lesotho","1996","Female","Not applicable","Percent","67.82824"
"Lesotho","1996","All genders","Not applicable","Percent","56.69264"
"Lesotho","1996","Male","Not applicable","Percent","45.73243"
"Lesotho","1995","Male","Not applicable","Percent","43.43764"
"Lesotho","1995","All genders","Not applicable","Percent","54.66107"
"Lesotho","1995","Female","Not applicable","Percent","65.90321"
"Lesotho","1994","Female","Not applicable","Percent","63.73531"
"Lesotho","1994","All genders","Not applicable","Percent","51.54385"
"Lesotho","1994","Male","Not applicable","Percent","39.29493"
"Lesotho","1993","Male","Not applicable","Percent","40.94337"
"Lesotho","1993","All genders","Not applicable","Percent","54.49843"
"Lesotho","1993","Female","Not applicable","Percent","67.82435"
"Lesotho","1992","Female","Not applicable","Percent","62.0648"
"Lesotho","1992","All genders","Not applicable","Percent","49.83296"
"Lesotho","1992","Male","Not applicable","Percent","37.18735"
"Lesotho","1991","Male","Not applicable","Percent","33.10064"
"Lesotho","1991","Female","Not applicable","Percent","58.26688"
"Lesotho","1991","All genders","Not applicable","Percent","45.85707"
"Lesotho","1990","All genders","Not applicable","Percent","47.43059"
"Lesotho","1990","Female","Not applicable","Percent","60.46451"
"Lesotho","1990","Male","Not applicable","Percent","34.11531"
"Lesotho","1989","Male","Not applicable","Percent","30.69242"
"Lesotho","1989","Female","Not applicable","Percent","54.02816"
"Lesotho","1989","All genders","Not applicable","Percent","42.40797"
"Lesotho","1988","All genders","Not applicable","Percent","38.39378"
